ParticipantID,Age,Location,DietType,LocalFoodFrequency,TransportationMode,EnergySource,HomeType,HomeSize,ClothingFrequency,SustainableBrands,EnvironmentalAwareness,CommunityInvolvement,MonthlyElectricityConsumption,MonthlyWaterConsumption,Gender,UsingPlasticProducts,DisposalMethods,PhysicalActivities,Rating
381,66,Urban,Mostly Animal-Based,Often,Walk,Mixed,Other,1917,Often,False,5,High,188,614,Prefer not to say,Sometimes,Landfill,Low,5
382,59,Suburban,Mostly Animal-Based,Often,Bike,Mixed,Other,818,Rarely,False,2,Low,197,3022,Male,Sometimes,Composting,Moderate,5
383,58,Rural,Mostly Plant-Based,Sometimes,Car,Mixed,Apartment,1769,Often,False,2,None,135,794,Female,Rarely,Landfill,High,3
384,62,Urban,Mostly Animal-Based,Sometimes,Car,Renewable,House,1637,Rarely,False,4,Low,158,3134,Female,Rarely,Landfill,High,4
385,36,Rural,Balanced,Rarely,Car,Mixed,Apartment,2055,Rarely,True,2,High,302,4637,Prefer not to say,Rarely,Recycling,High,4
386,56,Suburban,Balanced,Sometimes,Public Transit,Non-Renewable,Apartment,1910,Sometimes,True,1,None,357,1978,Non-Binary,Often,Recycling,Low,2
387,73,Rural,Balanced,Always,Walk,Mixed,House,1659,Rarely,False,4,None,377,3937,Male,Never,Composting,High,5
388,56,Rural,Balanced,Rarely,Walk,Renewable,Other,1662,Often,True,2,None,285,923,Female,Rarely,Composting,Moderate,5
389,42,Urban,Mostly Plant-Based,Always,Walk,Non-Renewable,House,2122,Often,False,2,Low,267,2079,Non-Binary,Rarely,Landfill,Moderate,5
390,44,Rural,Mostly Animal-Based,Often,Walk,Non-Renewable,Other,1691,Always,False,5,High,299,538,Non-Binary,Often,Landfill,Moderate,4
391,22,Suburban,Mostly Plant-Based,Often,Bike,Non-Renewable,Apartment,1692,Sometimes,True,3,Moderate,364,4994,Female,Rarely,Composting,None,5
392,49,Rural,Mostly Plant-Based,Sometimes,Bike,Renewable,Other,1095,Always,False,5,Moderate,60,2751,Non-Binary,Often,Landfill,Low,5
393,66,Suburban,Mostly Plant-Based,Often,Walk,Non-Renewable,Apartment,1880,Sometimes,False,2,High,126,967,Male,Never,Composting,Low,5
394,26,Suburban,Mostly Animal-Based,Often,Public Transit,Mixed,Apartment,2526,Sometimes,True,4,None,339,2208,Non-Binary,Never,Combination,Moderate,5
395,48,Rural,Mostly Animal-Based,Sometimes,Bike,Non-Renewable,Apartment,953,Rarely,False,2,None,367,1497,Male,Sometimes,Composting,High,2
396,19,Suburban,Mostly Animal-Based,Rarely,Public Transit,Mixed,Apartment,989,Sometimes,False,4,Low,404,1945,Male,Rarely,Landfill,High,2
397,48,Suburban,Mostly Animal-Based,Always,Public Transit,Mixed,Apartment,664,Often,True,1,None,458,3851,Female,Often,Composting,Moderate,2
398,51,Urban,Mostly Plant-Based,Always,Car,Mixed,Apartment,836,Always,False,2,Low,55,1166,Non-Binary,Rarely,Recycling,High,5
399,21,Suburban,Mostly Plant-Based,Rarely,Walk,Mixed,Apartment,2934,Often,True,3,High,190,4313,Female,Never,Landfill,Moderate,5
400,30,Suburban,Mostly Plant-Based,Rarely,Bike,Renewable,Other,1975,Rarely,False,5,High,359,1414,Male,Sometimes,Composting,Low,5
401,59,Rural,Mostly Plant-Based,Rarely,Walk,Renewable,House,2774,Sometimes,False,1,None,101,2751,Non-Binary,Often,Landfill,None,1
402,18,Rural,Mostly Animal-Based,Often,Public Transit,Mixed,Other,419,Rarely,True,4,None,451,1990,Female,Never,Landfill,None,3
403,24,Urban,Mostly Animal-Based,Always,Public Transit,Mixed,Other,2652,Rarely,False,5,High,494,3442,Male,Rarely,Recycling,High,5
404,62,Suburban,Balanced,Sometimes,Bike,Non-Renewable,Apartment,958,Always,True,4,None,228,2941,Prefer not to say,Rarely,Composting,High,5
405,25,Urban,Mostly Plant-Based,Often,Bike,Renewable,House,1345,Rarely,True,4,High,123,1234,Female,Rarely,Composting,High,5
406,37,Urban,Balanced,Sometimes,Car,Non-Renewable,House,2456,Often,False,2,None,400,4500,Male,Often,Landfill,Low,4
407,29,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,1876,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
408,31,Suburban,Balanced,Often,Bike,Renewable,Apartment,854,Sometimes,False,3,Moderate,280,3200,Non-Binary,Sometimes,Recycling,Moderate,3
409,62,Rural,Mostly Plant-Based,Always,Walk,Renewable,House,1234,Rarely,True,4,High,150,2000,Female,Rarely,Recycling,High,4
410,26,Urban,Balanced,Sometimes,Car,Non-Renewable,Other,567,Often,False,3,Low,400,4500,Male,Often,Landfill,Low,2
411,48,Suburban,Mostly Plant-Based,Often,Public Transit,Mixed,Apartment,1198,Sometimes,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
412,22,Urban,Mostly Animal-Based,Rarely,Bike,Non-Renewable,House,2123,Often,False,2,None,400,4500,Male,Often,Landfill,Low,3
413,59,Rural,Balanced,Sometimes,Car,Non-Renewable,Other,789,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
414,35,Urban,Mostly Plant-Based,Often,Walk,Renewable,Apartment,1345,Sometimes,True,4,Moderate,150,2000,Female,Rarely,Recycling,High,4
415,41,Suburban,Balanced,Sometimes,Car,Non-Renewable,House,2345,Often,False,2,None,400,4500,Male,Often,Landfill,Low,2
416,52,Rural,Mostly Plant-Based,Always,Public Transit,Mixed,House,1567,Rarely,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
417,28,Suburban,Mostly Animal-Based,Rarely,Bike,Renewable,Other,678,Sometimes,False,3,Moderate,400,4500,Male,Often,Landfill,Low,3
418,65,Urban,Balanced,Sometimes,Car,Non-Renewable,Apartment,987,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
419,58,Urban,Mostly Animal-Based,Rarely,Walk,Renewable,Apartment,1996,Rarely,False,5,None,388,2092,Male,Often,Recycling,Moderate,4
420,46,Rural,Balanced,Often,Bike,Non-Renewable,Other,589,Sometimes,True,2,Moderate,207,1618,Non-Binary,Often,Landfill,High,5
421,39,Rural,Mostly Plant-Based,Rarely,Car,Mixed,House,1361,Always,False,3,High,496,3051,Female,Sometimes,Combination,Low,3
422,64,Urban,Mostly Animal-Based,Always,Walk,Renewable,Apartment,2426,Sometimes,False,5,Moderate,479,1765,Female,Never,Combination,Low,4
423,53,Rural,Balanced,Often,Bike,Renewable,House,2896,Always,True,5,Moderate,202,1996,Female,Sometimes,Combination,Moderate,5
424,63,Suburban,Mostly Plant-Based,Sometimes,Public Transit,Mixed,Other,2859,Sometimes,False,4,High,151,4008,Non-Binary,Never,Recycling,Low,3
425,24,Urban,Balanced,Sometimes,Public Transit,Mixed,House,2522,Often,False,1,Moderate,491,3963,Non-Binary,Rarely,Recycling,High,5
426,65,Rural,Mostly Animal-Based,Rarely,Bike,Mixed,House,2764,Always,False,4,Moderate,205,4702,Female,Rarely,Combination,Moderate,5
427,57,Suburban,Mostly Plant-Based,Rarely,Public Transit,Renewable,House,2966,Often,True,1,High,421,3790,Male,Often,Recycling,None,5
428,32,Urban,Mostly Plant-Based,Always,Car,Non-Renewable,Other,2715,Sometimes,False,2,Moderate,294,1197,Male,Often,Recycling,Moderate,5
429,21,Suburban,Balanced,Often,Public Transit,Non-Renewable,Other,1965,Rarely,False,5,Moderate,236,4968,Female,Rarely,Recycling,Low,4
430,66,Urban,Mostly Plant-Based,Often,Bike,Mixed,House,1588,Rarely,False,2,High,327,4111,Prefer not to say,Rarely,Composting,None,5
431,39,Rural,Mostly Animal-Based,Always,Public Transit,Renewable,Apartment,852,Always,False,4,None,383,2181,Male,Rarely,Combination,Low,3
432,66,Urban,Mostly Animal-Based,Often,Walk,Mixed,House,2510,Often,False,1,High,382,3530,Female,Rarely,Combination,High,5
433,60,Rural,Mostly Animal-Based,Rarely,Walk,Non-Renewable,Apartment,1290,Always,False,2,Low,333,1591,Male,Never,Combination,Low,5
434,36,Suburban,Mostly Animal-Based,Sometimes,Car,Mixed,House,1040,Always,True,1,Low,383,3973,Male,Sometimes,Recycling,None,1
435,31,Urban,Balanced,Often,Walk,Non-Renewable,House,1193,Often,False,4,None,103,1918,Prefer not to say,Rarely,Combination,Moderate,4
436,42,Urban,Balanced,Often,Car,Mixed,Apartment,2541,Sometimes,False,1,Moderate,276,4012,Prefer not to say,Often,Recycling,None,4
437,21,Rural,Mostly Plant-Based,Sometimes,Bike,Non-Renewable,Apartment,1991,Always,True,2,None,427,3156,Prefer not to say,Rarely,Composting,High,1
438,32,Urban,Balanced,Rarely,Public Transit,Mixed,Apartment,2400,Sometimes,False,2,Low,422,3857,Prefer not to say,Rarely,Combination,None,5
439,60,Urban,Mostly Plant-Based,Always,Bike,Renewable,Other,2575,Sometimes,False,2,High,335,2294,Male,Sometimes,Composting,Low,5
440,45,Suburban,Mostly Plant-Based,Rarely,Bike,Non-Renewable,House,1231,Sometimes,False,4,Moderate,275,3367,Prefer not to say,Often,Landfill,High,3
441,56,Suburban,Mostly Animal-Based,Always,Car,Mixed,Apartment,691,Often,True,1,Moderate,491,3961,Prefer not to say,Never,Recycling,Moderate,4
442,53,Urban,Mostly Plant-Based,Rarely,Walk,Renewable,House,2063,Always,False,3,Moderate,345,1891,Male,Rarely,Composting,None,5
443,21,Suburban,Mostly Animal-Based,Often,Car,Non-Renewable,Apartment,1632,Sometimes,True,3,High,191,1399,Female,Sometimes,Combination,High,1
444,36,Suburban,Balanced,Often,Walk,Non-Renewable,Apartment,668,Always,False,3,Low,442,4638,Prefer not to say,Sometimes,Recycling,None,4
445,21,Suburban,Mostly Animal-Based,Sometimes,Walk,Mixed,Other,2274,Rarely,True,4,High,123,1965,Female,Often,Landfill,Low,5
446,57,Suburban,Mostly Plant-Based,Often,Car,Renewable,Apartment,1360,Sometimes,False,2,Low,349,3825,Male,Rarely,Recycling,High,3
447,34,Suburban,Balanced,Rarely,Walk,Non-Renewable,Other,2875,Sometimes,False,4,None,425,3819,Male,Often,Composting,Low,5
448,24,Rural,Mostly Plant-Based,Rarely,Walk,Renewable,Apartment,857,Sometimes,False,5,Moderate,496,3679,Female,Often,Landfill,High,5
449,36,Urban,Balanced,Often,Car,Mixed,House,1808,Often,False,1,None,497,1542,Male,Rarely,Landfill,Moderate,1
450,62,Rural,Balanced,Sometimes,Bike,Renewable,House,2618,Always,False,5,High,356,1241,Female,Sometimes,Recycling,High,5
451,35,Suburban,Mostly Plant-Based,Always,Walk,Mixed,Apartment,1638,Often,True,5,Moderate,452,2717,Male,Rarely,Combination,Low,5
452,58,Rural,Mostly Animal-Based,Always,Public Transit,Renewable,House,1234,Sometimes,False,2,High,286,4889,Prefer not to say,Rarely,Landfill,None,1
453,32,Rural,Mostly Plant-Based,Rarely,Walk,Mixed,House,1850,Often,False,1,High,397,4076,Female,Rarely,Recycling,Low,5
454,55,Suburban,Mostly Animal-Based,Always,Car,Mixed,House,871,Often,False,5,None,385,2066,Non-Binary,Often,Recycling,Low,1
455,70,Suburban,Mostly Plant-Based,Often,Car,Renewable,Apartment,2446,Always,True,1,High,254,692,Prefer not to say,Rarely,Composting,Moderate,5
456,61,Suburban,Mostly Plant-Based,Rarely,Car,Renewable,Other,2628,Always,False,4,High,456,2226,Female,Never,Landfill,High,5
457,58,Rural,Balanced,Often,Car,Mixed,House,1344,Often,False,2,High,327,4873,Male,Sometimes,Landfill,None,1
458,21,Suburban,Mostly Plant-Based,Always,Bike,Renewable,Other,2859,Rarely,False,1,Low,331,3863,Prefer not to say,Never,Recycling,Low,4
459,58,Urban,Mostly Animal-Based,Often,Walk,Mixed,House,1361,Always,False,5,None,226,1501,Male,Rarely,Combination,High,5
460,42,Urban,Mostly Plant-Based,Rarely,Public Transit,Non-Renewable,House,2453,Rarely,False,2,Low,490,1290,Non-Binary,Never,Recycling,Moderate,4
461,26,Suburban,Balanced,Rarely,Car,Non-Renewable,Apartment,1953,Always,False,1,None,157,3181,Male,Rarely,Composting,Moderate,2
462,43,Suburban,Mostly Animal-Based,Always,Bike,Renewable,House,1808,Often,False,5,None,320,608,Non-Binary,Never,Recycling,High,4
463,58,Rural,Balanced,Rarely,Public Transit,Renewable,Apartment,828,Always,False,3,Low,433,4032,Non-Binary,Sometimes,Composting,Low,2
464,68,Urban,Balanced,Rarely,Walk,Renewable,Apartment,851,Often,False,4,None,203,3963,Prefer not to say,Often,Combination,Moderate,3
465,27,Suburban,Balanced,Sometimes,Car,Mixed,House,2458,Sometimes,False,5,Moderate,494,4560,Female,Sometimes,Combination,Moderate,2
466,50,Urban,Mostly Plant-Based,Often,Bike,Renewable,House,2321,Rarely,False,3,None,438,2311,Non-Binary,Rarely,Composting,Moderate,5
467,19,Urban,Mostly Animal-Based,Often,Public Transit,Mixed,House,441,Always,False,2,Moderate,155,2162,Prefer not to say,Never,Landfill,Low,4
468,46,Urban,Mostly Animal-Based,Always,Public Transit,Non-Renewable,Apartment,1927,Rarely,False,1,Moderate,352,3825,Prefer not to say,Rarely,Landfill,Low,1
469,36,Rural,Balanced,Rarely,Car,Mixed,Other,844,Always,True,4,Moderate,105,2957,Male,Rarely,Composting,Moderate,5
470,26,Suburban,Balanced,Sometimes,Bike,Mixed,Other,2359,Always,False,1,Low,294,4943,Male,Often,Landfill,Low,2
471,45,Rural,Mostly Plant-Based,Often,Walk,Renewable,House,1345,Rarely,True,4,High,123,1234,Female,Rarely,Composting,High,5
472,32,Suburban,Balanced,Sometimes,Car,Non-Renewable,House,2456,Often,False,2,None,400,4500,Male,Often,Landfill,Low,4
473,29,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,1876,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
474,31,Suburban,Balanced,Often,Bike,Renewable,Apartment,854,Sometimes,False,3,Moderate,280,3200,Non-Binary,Sometimes,Recycling,Moderate,3
475,62,Rural,Mostly Plant-Based,Always,Walk,Renewable,House,1234,Rarely,True,4,High,150,2000,Female,Rarely,Recycling,High,4
476,26,Urban,Balanced,Sometimes,Car,Non-Renewable,Other,567,Often,False,3,Low,400,4500,Male,Often,Landfill,Low,2
477,48,Suburban,Mostly Plant-Based,Often,Public Transit,Mixed,Apartment,1198,Sometimes,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
478,22,Urban,Mostly Animal-Based,Rarely,Bike,Non-Renewable,House,2123,Often,False,2,None,400,4500,Male,Often,Landfill,Low,3
479,59,Rural,Balanced,Sometimes,Car,Non-Renewable,Other,789,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
480,35,Urban,Mostly Plant-Based,Often,Walk,Renewable,Apartment,1345,Sometimes,True,4,Moderate,150,2000,Female,Rarely,Recycling,High,4
481,41,Suburban,Balanced,Sometimes,Car,Non-Renewable,House,2345,Often,False,2,None,400,4500,Male,Often,Landfill,Low,2
482,52,Rural,Mostly Plant-Based,Always,Public Transit,Mixed,House,1567,Rarely,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
483,28,Suburban,Mostly Animal-Based,Rarely,Bike,Renewable,Other,678,Sometimes,False,3,Moderate,400,4500,Male,Often,Landfill,Low,3
484,65,Urban,Balanced,Sometimes,Car,Non-Renewable,Apartment,987,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
485,39,Rural,Mostly Plant-Based,Often,Walk,Renewable,House,1890,Sometimes,True,5,High,150,2000,Female,Rarely,Recycling,High,4
486,24,Urban,Balanced,Sometimes,Public Transit,Non-Renewable,Other,567,Often,False,2,Low,400,4500,Male,Often,Landfill,Low,2
487,50,Suburban,Mostly Plant-Based,Always,Bike,Mixed,Apartment,1123,Rarely,True,4,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
489,33,Urban,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,2567,Often,False,3,None,400,4500,Male,Often,Landfill,Low,3
490,61,Rural,Balanced,Sometimes,Public Transit,Non-Renewable,Apartment,890,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
491,36,Urban,Mostly Plant-Based,Often,Walk,Renewable,House,1987,Sometimes,True,4,Moderate,150,2000,Female,Rarely,Recycling,High,4
492,45,Suburban,Balanced,Sometimes,Car,Non-Renewable,Other,765,Often,False,2,None,400,4500,Male,Often,Landfill,Low,2
493,53,Rural,Mostly Plant-Based,Always,Public Transit,Mixed,Apartment,1098,Rarely,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
494,27,Suburban,Mostly Animal-Based,Rarely,Bike,Renewable,House,2345,Sometimes,False,3,Moderate,400,4500,Male,Often,Landfill,Low,3
495,64,Urban,Balanced,Sometimes,Car,Non-Renewable,Other,654,Often,False,2,Low,400,4500,Male,Often,Landfill,Low,1
496,38,Rural,Mostly Plant-Based,Often,Walk,Renewable,House,1789,Sometimes,True,4,High,150,2000,Female,Rarely,Recycling,High,4
497,25,Urban,Balanced,Sometimes,Public Transit,Non-Renewable,Apartment,987,Often,False,2,Low,400,4500,Male,Often,Landfill,Low,2
498,51,Suburban,Mostly Plant-Based,Always,Bike,Mixed,House,1678,Rarely,True,5,High,280,3200,Non-Binary,Sometimes,Recycling,Moderate,5
499,32,Rural,Mostly Plant-Based,Rarely,Walk,Mixed,House,1850,Often,False,1,High,397,4076,Female,Rarely,Recycling,Low,5
500,55,Suburban,Mostly Animal-Based,Always,Car,Mixed,House,871,Often,False,5,None,385,2066,Non-Binary,Often,Recycling,Low,1
